,cell1_cu_watts,cell1_du_watts,cell1_ru_watts,cell1_cu_joules,cell1_du_joules,cell1_ru_joules,cell1_total_watts,cell1_total_joules,cell2_cu_watts,cell2_du_watts,cell2_ru_watts,cell2_cu_joules,cell2_du_joules,cell2_ru_joules,cell2_total_watts,cell2_total_joules
2025-09-29 15:15:00,0.053532189356970454,11.348824143682606,51.1,27564.651158,137989.643075,255.5,62.50235633303958,165809.794233,0.053532189356970454,12.151806984045683,50.9,27564.651158,148214.631778,254.5,63.105339173402655,176033.782936
2025-09-29 15:15:05,0.06751059751066757,11.071737991780182,51.2,27564.973809000003,138052.617354,511.5,62.339248589290854,166129.09116299998,0.06751059751066757,12.354439344450629,50.8,27564.973809000003,148281.899084,508.5,63.22194994196129,176355.37289300002
2025-09-29 15:15:10,0.09647622922609736,11.866576194834108,51.2,27565.286446,138106.550258,767.5,63.16305242406021,166439.33670400002,0.09647622922609736,12.590147914019965,51.0,27565.286446,148338.977129,763.5,63.686624143246064,176667.763575
2025-09-29 15:15:15,0.092471084612741,11.697592203516994,51.1,27565.587548000003,138169.589936,1023.0,62.89006328812974,166758.177484,0.092471084612741,11.373943407373451,50.8,27565.587548000003,148404.81869999997,1017.5,62.26641449198619,176987.90624799998
2025-09-29 15:15:20,0.050413676478785335,12.099282354926821,51.1,27565.896006,138233.951327,1278.5,63.249696031405605,167078.34733299998,0.050413676478785335,12.754660149156761,50.7,27565.896006,148470.812689,1271.0,63.50507382563555,177307.708695
2025-09-29 15:15:25,0.05982724748138435,11.546658763919421,51.2,27566.200151,138294.38157799997,1534.5,62.80648601140081,167395.08172899997,0.05982724748138435,11.546658763919421,50.7,27566.200151,148530.308283,1524.5,62.30648601140081,177621.008434
2025-09-29 15:15:30,0.07600063076107182,11.552095875696743,51.1,27566.565108,138354.770788,1790.0,62.72809650645782,167711.335896,0.07600063076107182,11.85609839874794,50.9,27566.565108,148593.12774099997,1779.0,62.83209902950901,177938.69284899998
2025-09-29 15:15:35,0.08908716542589312,11.091352095540909,51.2,27566.824233000003,138412.29587200002,2046.0,62.3804392609668,168025.120105,0.08908716542589312,10.86863418196301,51.0,27566.824233000003,148649.316093,2034.0,61.957721347388905,178250.140326
2025-09-29 15:15:40,0.048554112513805175,11.89575756589662,51.2,27567.130885000002,138475.506219,2302.0,63.14431167841043,168344.637104,0.048554112513805175,12.235636353492152,50.9,27567.130885000002,148711.695352,2288.5,63.18419046600596,178567.326237
2025-09-29 15:15:45,0.046234124655650057,10.541380421492418,51.2,27567.431669,138534.498009,2558.0,61.78761454614807,168659.92967800001,0.046234124655650057,11.188658166669418,50.7,27567.431669,148774.322571,2542.0,61.93489229132507,178883.75424
2025-09-29 15:15:50,0.06718255240026533,13.10059771806854,51.1,27567.790144,138595.27534599998,2813.5,64.2677802704688,168976.56548999998,0.06718255240026533,13.033415165654528,50.8,27567.790144,148835.075383,2796.0,63.90059771805479,179198.865527
