,cu_watts,du_watts,ru_watts,cu_joules,du_joules,ru_joules,total_watts,total_joules
2025-09-29 08:48:00,0.0,,39.3,26008.436007,,196.5,39.3,26204.936007
2025-09-29 08:48:05,0.08365712563480447,,39.4,26008.750549,,393.5,39.48365712563481,26402.250549
2025-09-29 08:48:10,0.04182842198868638,,39.4,26009.01703,,590.5,39.44182842198868,26599.51703
2025-09-29 08:48:15,0.03722594615860755,,39.4,26009.280866999998,,787.5,39.437225946158605,26796.780866999998
2025-09-29 08:48:20,0.05624425337952617,,39.4,26009.555979,,984.5,39.45624425337952,26994.055979
2025-09-29 08:48:25,0.057319860641247604,,39.4,26009.808834,,1181.5,39.45731986064125,27191.308834
2025-09-29 08:48:30,0.03475811930287594,,39.4,26010.061021,,1378.5,39.43475811930288,27388.561021
2025-09-29 08:48:35,0.07888415976155452,,39.4,26010.375059,,1575.5,39.478884159761556,27585.875059
2025-09-29 08:48:40,0.04264173274468949,,39.4,26010.597475,,1772.5,39.44264173274469,27783.097475
2025-09-29 08:48:45,0.04128575271656354,,39.3,26010.847706,,1969.0,39.34128575271656,27979.847706
2025-09-29 08:48:50,0.0,,39.3,26011.099846999998,,2165.5,39.3,28176.599846999998
2025-09-29 08:48:55,0.02515026265690477,,39.3,26011.317253,,2362.0,39.325150262656905,28373.317253
2025-09-29 08:49:00,0.0625815308316525,,39.3,26011.615475,,2558.5,39.36258153083165,28570.115475
2025-09-29 08:49:05,0.0,,39.3,26011.885907,,2755.0,39.3,28766.885907
2025-09-29 08:49:10,0.05173791326123482,,39.4,26012.198964000003,,2952.0,39.45173791326123,28964.198964000003
2025-09-29 08:49:15,0.0,,39.4,26012.426828,,3149.0,39.4,29161.426828
2025-09-29 08:49:20,0.054369550500775965,,39.4,26012.674242,,3346.0,39.45436955050077,29358.674242
2025-09-29 08:49:25,0.07658745897648503,,39.4,26012.980366,,3543.0,39.47658745897648,29555.980366
2025-09-29 08:49:30,0.03500383153749924,,39.3,26013.234579,,3739.5,39.3350038315375,29752.734579
2025-09-29 08:49:35,0.0456111918312672,,39.4,26013.469664,,3936.5,39.44561119183127,29949.969664
2025-09-29 08:49:40,0.0343578523451018,,39.4,26013.785993,,4133.5,39.4343578523451,30147.285993
2025-09-29 08:49:45,0.10721223389912013,,39.4,26014.161119,,4330.5,39.50721223389912,30344.661119
2025-09-29 08:49:50,0.07615439993147309,,39.4,26014.513602000003,,4527.5,39.476154399931474,30542.013602000003
2025-09-29 08:49:55,0.04753348488577509,,39.4,26014.854816000003,,4724.5,39.447533484885774,30739.354816000003
2025-09-29 08:50:00,0.0,,39.4,26015.082975,,4921.5,39.4,30936.582975
2025-09-29 08:50:05,0.0,,36.7,26015.547787,,5105.0,36.7,31120.547787
2025-09-29 08:50:10,0.09190716466133916,,32.1,26016.018396,,5265.5,32.19190716466134,31281.518396
2025-09-29 08:50:15,0.03219434115478058,,33.8,26016.354335,,5434.5,33.832194341154775,31450.854335
